Index #,Order ID,Year,Order Date,Ship Mode,Customer ID,Customer Name,Segment,Country,State,Category,Sub-Category,Sales,Quantity,Discount,Profit,P_ID,Product_Name,Region
138,CA-2013-145583,2013,10/14/2013,Standard Class,LC-16885,Lena Creighton,Consumer,Bangladesh,Noakhali,Office Supplies,Binders,76.176,3,0.2,26.6616,P-0133,ITEM-0133,Eastern
139,CA-2013-145583,2013,10/14/2013,Standard Class,LC-16885,Lena Creighton,Consumer,Bangladesh,Noakhali,Office Supplies,Supplies,65.88,6,0,18.4464,P-0134,ITEM-0134,Eastern
140,CA-2013-145583,2013,10/14/2013,Standard Class,LC-16885,Lena Creighton,Consumer,Bangladesh,Noakhali,Furniture,Furnishings,43.12,14,0,20.6976,P-0051,ITEM-0051,Eastern
141,CA-2013-110366,2013,9/6/2013,Second Class,JD-15895,Jonathan Doherty,Corporate,Bangladesh,Panchagarh,Furniture,Furnishings,82.8,2,0.2,10.35,P-0029,ITEM-0029,Northern
142,CA-2014-106180,2014,9/19/2014,Standard Class,SH-19975,Sally Hughsby,Corporate,Bangladesh,Noakhali,Office Supplies,Art,8.82,3,0,2.3814,P-0135,ITEM-0135,Eastern
143,CA-2014-106180,2014,9/19/2014,Standard Class,SH-19975,Sally Hughsby,Corporate,Bangladesh,Noakhali,Office Supplies,Envelopes,10.86,3,0,5.1042,P-0136,ITEM-0136,Eastern
144,CA-2014-106180,2014,9/19/2014,Standard Class,SH-19975,Sally Hughsby,Corporate,Bangladesh,Noakhali,Office Supplies,Paper,143.7,3,0,68.976,P-0137,ITEM-0137,Eastern
145,CA-2014-155376,2014,12/23/2014,Standard Class,SG-20080,Sandra Glassco,Consumer,Bangladesh,Khagrachhari,Office Supplies,Appliances,839.43,3,0,218.2518,P-0138,ITEM-0138,Eastern
146,CA-2012-110744,2012,9/7/2012,Standard Class,HA-14920,Helen Andreada,Consumer,Bangladesh,Noakhali,Office Supplies,Storage,671.93,7,0,20.1579,P-0083,ITEM-0083,Eastern
147,CA-2011-110072,2011,10/22/2011,Standard Class,MG-17680,Maureen Gastineau,Home Office,Bangladesh,Chuadanga,Furniture,Furnishings,93.888,4,0.2,12.9096,P-0139,ITEM-0139,Southern
148,CA-2013-114489,2013,12/6/2013,Standard Class,JE-16165,Justin Ellison,Corporate,Bangladesh,Bandarban,Technology,Phones,384.45,11,0,103.8015,P-0140,ITEM-0140,Eastern
149,CA-2013-114489,2013,12/6/2013,Standard Class,JE-16165,Justin Ellison,Corporate,Bangladesh,Bandarban,Technology,Phones,149.97,3,0,5.9988,P-0141,ITEM-0141,Eastern
150,CA-2013-114489,2013,12/6/2013,Standard Class,JE-16165,Justin Ellison,Corporate,Bangladesh,Bandarban,Furniture,Chairs,1951.84,8,0,585.552,P-0002,ITEM-0002,Eastern
151,CA-2013-114489,2013,12/6/2013,Standard Class,JE-16165,Justin Ellison,Corporate,Bangladesh,Bandarban,Office Supplies,Binders,171.55,5,0,80.6285,P-0142,ITEM-0142,Eastern
152,CA-2013-158834,2013,3/14/2013,First Class,TW-21025,Tamara Willingham,Home Office,Bangladesh,Naogaon,Office Supplies,Appliances,157.92,5,0.2,17.766,P-0143,ITEM-0143,Northern
153,CA-2013-158834,2013,3/14/2013,First Class,TW-21025,Tamara Willingham,Home Office,Bangladesh,Naogaon,Technology,Phones,203.184,2,0.2,15.2388,P-0144,ITEM-0144,Northern
154,CA-2012-124919,2012,5/31/2012,First Class,SP-20650,Stephanie Phelps,Corporate,Bangladesh,Noakhali,Office Supplies,Paper,58.38,7,0,26.271,P-0145,ITEM-0145,Eastern
155,CA-2012-124919,2012,5/31/2012,First Class,SP-20650,Stephanie Phelps,Corporate,Bangladesh,Noakhali,Office Supplies,Paper,105.52,4,0,48.5392,P-0146,ITEM-0146,Eastern
156,CA-2012-124919,2012,5/31/2012,First Class,SP-20650,Stephanie Phelps,Corporate,Bangladesh,Noakhali,Office Supplies,Storage,80.88,6,0,21.0288,P-0147,ITEM-0147,Eastern
157,CA-2012-118948,2012,5/28/2012,Standard Class,NK-18490,Neil Knudson,Home Office,Bangladesh,Rangamati,Office Supplies,Art,6.63,3,0,1.7901,P-0148,ITEM-0148,Eastern
158,CA-2011-104269,2011,3/1/2011,Second Class,DB-13060,Dave Brooks,Consumer,Bangladesh,Rangamati,Furniture,Chairs,457.568,2,0.2,51.4764,P-0121,ITEM-0121,Eastern
159,CA-2013-114104,2013,11/21/2013,Standard Class,NP-18670,Nora Paige,Consumer,Bangladesh,Chittagong,Office Supplies,Labels,14.62,2,0,6.8714,P-0149,ITEM-0149,Eastern
160,CA-2013-114104,2013,11/21/2013,Standard Class,NP-18670,Nora Paige,Consumer,Bangladesh,Chittagong,Technology,Phones,944.93,7,0,236.2325,P-0150,ITEM-0150,Eastern
161,CA-2013-162733,2013,5/12/2013,First Class,TT-21070,Ted Trevino,Consumer,Bangladesh,Noakhali,Office Supplies,Paper,5.98,1,0,2.691,P-0151,ITEM-0151,Eastern
162,CA-2012-119697,2012,12/28/2012,Second Class,EM-13960,Eric Murdock,Consumer,Bangladesh,Panchagarh,Technology,Accessories,54.384,2,0.2,1.3596,P-0152,ITEM-0152,Northern
163,CA-2013-154508,2013,11/17/2013,Standard Class,RD-19900,Ruben Dartt,Consumer,Bangladesh,Bhola,Office Supplies,Envelopes,28.4,5,0,13.348,P-0153,ITEM-0034,Southern
164,CA-2013-113817,2013,11/8/2013,Standard Class,MJ-17740,Max Jones,Consumer,Bangladesh,Rangamati,Office Supplies,Binders,27.68,2,0.2,9.688,P-0154,ITEM-0153,Eastern
165,CA-2011-139892,2011,9/8/2011,Standard Class,BM-11140,Becky Martin,Consumer,Bangladesh,Rajshahi,Office Supplies,Art,9.936,3,0.2,2.7324,P-0155,ITEM-0154,Northern
166,CA-2011-139892,2011,9/8/2011,Standard Class,BM-11140,Becky Martin,Consumer,Bangladesh,Rajshahi,Technology,Machines,8159.952,8,0.4,-1359.992,P-0156,ITEM-0155,Northern
167,CA-2011-139892,2011,9/8/2011,Standard Class,BM-11140,Becky Martin,Consumer,Bangladesh,Rajshahi,Office Supplies,Storage,275.928,3,0.2,-58.6347,P-0157,ITEM-0156,Northern
168,CA-2011-139892,2011,9/8/2011,Standard Class,BM-11140,Becky Martin,Consumer,Bangladesh,Rajshahi,Furniture,Chairs,1740.06,9,0.3,-24.858,P-0158,ITEM-0157,Northern
169,CA-2011-139892,2011,9/8/2011,Standard Class,BM-11140,Becky Martin,Consumer,Bangladesh,Rajshahi,Office Supplies,Art,32.064,6,0.2,6.8136,P-0159,ITEM-0158,Northern
170,CA-2011-139892,2011,9/8/2011,Standard Class,BM-11140,Becky Martin,Consumer,Bangladesh,Rajshahi,Office Supplies,Appliances,177.98,5,0.8,-453.849,P-0160,ITEM-0159,Northern
171,CA-2011-139892,2011,9/8/2011,Standard Class,BM-11140,Becky Martin,Consumer,Bangladesh,Rajshahi,Technology,Phones,143.976,3,0.2,8.9985,P-0161,ITEM-0160,Northern
172,CA-2011-118962,2011,8/5/2011,Standard Class,CS-12130,Chad Sievert,Consumer,Bangladesh,Noakhali,Office Supplies,Paper,20.94,3,0,9.8418,P-0162,ITEM-0161,Eastern
173,CA-2011-118962,2011,8/5/2011,Standard Class,CS-12130,Chad Sievert,Consumer,Bangladesh,Noakhali,Office Supplies,Paper,110.96,2,0,53.2608,P-0163,ITEM-0162,Eastern
174,CA-2011-118962,2011,8/5/2011,Standard Class,CS-12130,Chad Sievert,Consumer,Bangladesh,Noakhali,Furniture,Chairs,340.144,7,0.2,21.259,P-0164,ITEM-0163,Eastern
175,US-2011-100853,2011,9/14/2011,Standard Class,JB-15400,Jennifer Braxton,Corporate,Bangladesh,Rajbari,Office Supplies,Appliances,52.448,2,0.8,-131.12,P-0165,ITEM-0164,Central
176,US-2011-100853,2011,9/14/2011,Standard Class,JB-15400,Jennifer Braxton,Corporate,Bangladesh,Rajbari,Office Supplies,Labels,20.16,4,0.2,6.552,P-0166,ITEM-0165,Central
177,US-2014-152366,2014,4/22/2014,Second Class,SJ-20500,Shirley Jackson,Consumer,Bangladesh,Rajshahi,Office Supplies,Appliances,97.264,4,0.8,-243.16,P-0167,ITEM-0166,Northern
178,US-2012-101511,2012,11/21/2012,Second Class,JE-15745,Joel Eaton,Consumer,Bangladesh,Chuadanga,Furniture,Chairs,396.802,7,0.3,-11.3372,P-0168,ITEM-0167,Southern
179,US-2012-101511,2012,11/21/2012,Second Class,JE-15745,Joel Eaton,Consumer,Bangladesh,Chuadanga,Office Supplies,Supplies,15.88,5,0.2,-3.7715,P-0169,ITEM-0168,Southern
180,CA-2012-137225,2012,12/15/2012,Standard Class,JK-15640,Jim Kriz,Home Office,Bangladesh,Bogura,Office Supplies,Art,3.28,1,0,1.4104,P-0170,ITEM-0169,Northern
181,CA-2011-166191,2011,12/5/2011,Second Class,DK-13150,David Kendrick,Corporate,Bangladesh,Rajbari,Office Supplies,Storage,24.816,2,0.2,1.8612,P-0171,ITEM-0170,Central
182,CA-2011-166191,2011,12/5/2011,Second Class,DK-13150,David Kendrick,Corporate,Bangladesh,Rajbari,Technology,Accessories,408.744,7,0.2,76.6395,P-0172,ITEM-0171,Central
183,CA-2011-158274,2011,11/19/2011,Second Class,RM-19675,Robert Marley,Home Office,Bangladesh,Kushtia,Technology,Phones,503.96,4,0,131.0296,P-0173,ITEM-0172,Southern
184,CA-2011-158274,2011,11/19/2011,Second Class,RM-19675,Robert Marley,Home Office,Bangladesh,Kushtia,Technology,Phones,149.95,5,0,41.986,P-0174,ITEM-0173,Southern
185,CA-2011-158274,2011,11/19/2011,Second Class,RM-19675,Robert Marley,Home Office,Bangladesh,Kushtia,Technology,Accessories,29,2,0,7.25,P-0175,ITEM-0174,Southern
186,CA-2013-105018,2013,11/29/2013,Standard Class,SK-19990,Sally Knutson,Consumer,Bangladesh,Habiganj,Office Supplies,Binders,7.16,2,0,3.4368,P-0176,ITEM-0175,Eastern
187,CA-2011-123260,2011,8/26/2011,Standard Class,FM-14290,Frank Merwin,Home Office,Bangladesh,Noakhali,Technology,Accessories,176.8,8,0,22.984,P-0177,ITEM-0176,Eastern
188,CA-2013-157000,2013,7/17/2013,Standard Class,AM-10360,Alice McCarthy,Corporate,Bangladesh,Rajshahi,Office Supplies,Storage,37.224,3,0.2,3.7224,P-0178,ITEM-0177,Northern
189,CA-2013-157000,2013,7/17/2013,Standard Class,AM-10360,Alice McCarthy,Corporate,Bangladesh,Rajshahi,Office Supplies,Paper,20.016,3,0.2,6.255,P-0145,ITEM-0145,Northern
190,CA-2012-102281,2012,10/12/2012,First Class,MP-17470,Mark Packer,Home Office,Bangladesh,Bogura,Furniture,Bookcases,899.136,4,0.2,112.392,P-0179,ITEM-0178,Northern
191,CA-2012-102281,2012,10/12/2012,First Class,MP-17470,Mark Packer,Home Office,Bangladesh,Bogura,Technology,Phones,71.76,6,0,20.0928,P-0180,ITEM-0179,Northern
192,CA-2012-102281,2012,10/12/2012,First Class,MP-17470,Mark Packer,Home Office,Bangladesh,Bogura,Office Supplies,Paper,51.84,8,0,24.8832,P-0181,ITEM-0180,Northern
193,CA-2012-102281,2012,10/12/2012,First Class,MP-17470,Mark Packer,Home Office,Bangladesh,Bogura,Furniture,Bookcases,626.352,3,0.2,46.9764,P-0038,ITEM-0038,Northern
194,CA-2012-102281,2012,10/12/2012,First Class,MP-17470,Mark Packer,Home Office,Bangladesh,Bogura,Office Supplies,Art,19.9,5,0,6.567,P-0182,ITEM-0181,Northern
195,CA-2012-131457,2012,10/31/2012,Standard Class,MZ-17515,Mary Zewe,Corporate,Bangladesh,Noakhali,Office Supplies,Envelopes,14.28,7,0,6.7116,P-0030,ITEM-0030,Eastern
196,CA-2011-140004,2011,3/21/2011,Standard Class,CB-12025,Cassandra Brandow,Consumer,Bangladesh,Chuadanga,Office Supplies,Art,7.408,2,0.2,1.2038,P-0183,ITEM-0182,Southern
197,CA-2011-140004,2011,3/21/2011,Standard Class,CB-12025,Cassandra Brandow,Consumer,Bangladesh,Chuadanga,Office Supplies,Art,6.048,3,0.2,1.5876,P-0184,ITEM-0183,Southern
198,CA-2014-107720,2014,11/7/2014,Standard Class,VM-21685,Valerie Mitchum,Home Office,Bangladesh,Jessore,Office Supplies,Storage,46.26,3,0,12.0276,P-0185,ITEM-0184,Southern
199,US-2014-124303,2014,7/7/2014,Standard Class,FH-14365,Fred Hopkins,Corporate,Bangladesh,Panchagarh,Office Supplies,Binders,2.946,2,0.7,-2.2586,P-0186,ITEM-0185,Northern
200,US-2014-124303,2014,7/7/2014,Standard Class,FH-14365,Fred Hopkins,Corporate,Bangladesh,Panchagarh,Office Supplies,Paper,16.056,3,0.2,5.8203,P-0187,ITEM-0186,Northern
201,CA-2014-105074,2014,6/25/2014,Standard Class,MB-17305,Maria Bertelson,Consumer,Bangladesh,Chuadanga,Office Supplies,Paper,21.744,3,0.2,6.795,P-0188,ITEM-0187,Southern
202,CA-2011-133690,2011,8/3/2011,First Class,BS-11755,Bruce Stewart,Consumer,Bangladesh,Natore,Furniture,Tables,218.75,2,0.5,-161.875,P-0189,ITEM-0188,Northern
203,CA-2011-133690,2011,8/3/2011,First Class,BS-11755,Bruce Stewart,Consumer,Bangladesh,Natore,Office Supplies,Appliances,2.6,1,0.2,0.2925,P-0190,ITEM-0189,Northern
204,US-2014-116701,2014,12/18/2014,Second Class,LC-17140,Logan Currie,Consumer,Bangladesh,Rajshahi,Office Supplies,Appliances,66.284,2,0.8,-178.9668,P-0191,ITEM-0190,Northern
205,CA-2014-126382,2014,6/4/2014,Standard Class,HK-14890,Heather Kirkland,Corporate,Bangladesh,Kurigram,Furniture,Furnishings,35.168,7,0.2,9.6712,P-0192,ITEM-0191,Northern
206,CA-2014-108329,2014,12/10/2014,Standard Class,LE-16810,Laurel Elliston,Consumer,Bangladesh,Noakhali,Technology,Phones,444.768,4,0.2,44.4768,P-0193,ITEM-0192,Eastern
207,CA-2014-135860,2014,12/2/2014,Standard Class,JH-15985,Joseph Holt,Consumer,Bangladesh,Kishoreganj,Office Supplies,Storage,83.92,4,0,5.8744,P-0194,ITEM-0193,Central
208,CA-2014-135860,2014,12/2/2014,Standard Class,JH-15985,Joseph Holt,Consumer,Bangladesh,Kishoreganj,Technology,Phones,131.98,2,0,35.6346,P-0195,ITEM-0194,Central
209,CA-2014-135860,2014,12/2/2014,Standard Class,JH-15985,Joseph Holt,Consumer,Bangladesh,Kishoreganj,Office Supplies,Binders,15.92,4,0,7.4824,P-0123,ITEM-0123,Central
210,CA-2014-135860,2014,12/2/2014,Standard Class,JH-15985,Joseph Holt,Consumer,Bangladesh,Kishoreganj,Office Supplies,Fasteners,52.29,9,0,16.2099,P-0196,ITEM-0195,Central
211,CA-2014-135860,2014,12/2/2014,Standard Class,JH-15985,Joseph Holt,Consumer,Bangladesh,Kishoreganj,Office Supplies,Storage,91.99,1,0,3.6796,P-0197,ITEM-0196,Central
212,CA-2012-101007,2012,2/9/2012,Second Class,MS-17980,Michael Stewart,Corporate,Bangladesh,Rajshahi,Technology,Accessories,20.8,2,0.2,6.5,P-0198,ITEM-0197,Northern
213,CA-2012-146262,2012,1/2/2012,Standard Class,VW-21775,Victoria Wilson,Corporate,Bangladesh,Chuadanga,Office Supplies,Labels,23.68,2,0.2,8.88,P-0199,ITEM-0198,Southern
214,CA-2012-146262,2012,1/2/2012,Standard Class,VW-21775,Victoria Wilson,Corporate,Bangladesh,Chuadanga,Furniture,Bookcases,452.45,5,0.5,-244.323,P-0200,ITEM-0199,Southern
215,CA-2012-146262,2012,1/2/2012,Standard Class,VW-21775,Victoria Wilson,Corporate,Bangladesh,Chuadanga,Technology,Phones,62.982,3,0.4,-14.6958,P-0105,ITEM-0105,Southern
216,CA-2012-146262,2012,1/2/2012,Standard Class,VW-21775,Victoria Wilson,Corporate,Bangladesh,Chuadanga,Technology,Machines,1188,9,0.7,-950.4,P-0201,ITEM-0200,Southern
217,CA-2012-146262,2012,1/2/2012,Standard Class,VW-21775,Victoria Wilson,Corporate,Bangladesh,Chuadanga,Technology,Accessories,89.584,2,0.2,4.4792,P-0202,ITEM-0201,Southern
218,CA-2013-130162,2013,10/29/2013,Standard Class,JH-15910,Jonathan Howell,Consumer,Bangladesh,Noakhali,Office Supplies,Storage,93.06,6,0,26.0568,P-0178,ITEM-0177,Eastern
219,CA-2013-130162,2013,10/29/2013,Standard Class,JH-15910,Jonathan Howell,Consumer,Bangladesh,Noakhali,Technology,Phones,302.376,3,0.2,22.6782,P-0203,ITEM-0202,Eastern
220,CA-2012-169397,2012,12/24/2012,First Class,JB-15925,Joni Blumstein,Consumer,Bangladesh,Chuadanga,Office Supplies,Fasteners,5.584,2,0.2,1.8148,P-0204,ITEM-0203,Southern
221,CA-2012-169397,2012,12/24/2012,First Class,JB-15925,Joni Blumstein,Consumer,Bangladesh,Chuadanga,Office Supplies,Paper,22.704,6,0.2,8.2302,P-0205,ITEM-0204,Southern
222,CA-2012-169397,2012,12/24/2012,First Class,JB-15925,Joni Blumstein,Consumer,Bangladesh,Chuadanga,Office Supplies,Binders,19.776,4,0.7,-13.8432,P-0092,ITEM-0092,Southern
223,CA-2012-169397,2012,12/24/2012,First Class,JB-15925,Joni Blumstein,Consumer,Bangladesh,Chuadanga,Furniture,Furnishings,72.704,4,0.2,19.0848,P-0206,ITEM-0205,Southern
224,CA-2012-169397,2012,12/24/2012,First Class,JB-15925,Joni Blumstein,Consumer,Bangladesh,Chuadanga,Technology,Machines,479.988,4,0.7,-383.9904,P-0207,ITEM-0206,Southern
225,CA-2012-169397,2012,12/24/2012,First Class,JB-15925,Joni Blumstein,Consumer,Bangladesh,Chuadanga,Office Supplies,Art,27.168,2,0.2,2.7168,P-0208,ITEM-0207,Southern
226,CA-2012-163055,2012,8/9/2012,Standard Class,DS-13180,David Smith,Corporate,Bangladesh,Kishoreganj,Office Supplies,Art,2.2,1,0,0.968,P-0209,ITEM-0208,Central
227,CA-2012-163055,2012,8/9/2012,Standard Class,DS-13180,David Smith,Corporate,Bangladesh,Kishoreganj,Furniture,Tables,622.45,5,0,136.939,P-0210,ITEM-0209,Central
228,CA-2012-163055,2012,8/9/2012,Standard Class,DS-13180,David Smith,Corporate,Bangladesh,Kishoreganj,Office Supplies,Storage,21.98,1,0,0.2198,P-0211,ITEM-0210,Central
229,US-2012-145436,2012,2/28/2012,Standard Class,VD-21670,Valerie Dominguez,Consumer,Bangladesh,Kurigram,Furniture,Chairs,161.568,2,0.2,-28.2744,P-0212,ITEM-0211,Northern
230,US-2012-145436,2012,2/28/2012,Standard Class,VD-21670,Valerie Dominguez,Consumer,Bangladesh,Kurigram,Furniture,Chairs,389.696,8,0.2,43.8408,P-0213,ITEM-0212,Northern
231,US-2011-156216,2011,9/13/2011,Standard Class,EA-14035,Erin Ashbrook,Corporate,Bangladesh,Meherpur,Office Supplies,Binders,18.648,7,0.7,-12.432,P-0214,ITEM-0213,Southern
232,US-2014-100930,2014,4/8/2014,Standard Class,CS-12400,Christopher Schild,Home Office,Bangladesh,Narayanganj,Furniture,Tables,233.86,2,0.45,-102.048,P-0215,ITEM-0214,Central
233,US-2014-100930,2014,4/8/2014,Standard Class,CS-12400,Christopher Schild,Home Office,Bangladesh,Narayanganj,Furniture,Tables,620.6145,3,0.45,-248.2458,P-0216,ITEM-0215,Central
234,US-2014-100930,2014,4/8/2014,Standard Class,CS-12400,Christopher Schild,Home Office,Bangladesh,Narayanganj,Office Supplies,Binders,5.328,2,0.7,-3.552,P-0214,ITEM-0213,Central
235,US-2014-100930,2014,4/8/2014,Standard Class,CS-12400,Christopher Schild,Home Office,Bangladesh,Narayanganj,Furniture,Furnishings,258.072,3,0.2,0,P-0217,ITEM-0216,Central
236,US-2014-100930,2014,4/8/2014,Standard Class,CS-12400,Christopher Schild,Home Office,Bangladesh,Narayanganj,Technology,Accessories,617.976,3,0.2,-7.7247,P-0218,ITEM-0217,Central
237,CA-2014-160514,2014,11/13/2014,Standard Class,DB-13120,David Bremer,Corporate,Bangladesh,Noakhali,Office Supplies,Paper,10.56,2,0,4.752,P-0219,ITEM-0218,Eastern
238,CA-2013-157749,2013,6/5/2013,Second Class,KL-16645,Ken Lonsdale,Consumer,Bangladesh,Rajbari,Office Supplies,Paper,25.92,5,0.2,9.396,P-0220,ITEM-0219,Central
239,CA-2013-157749,2013,6/5/2013,Second Class,KL-16645,Ken Lonsdale,Consumer,Bangladesh,Rajbari,Furniture,Furnishings,419.68,5,0.6,-356.728,P-0221,ITEM-0220,Central
240,CA-2013-157749,2013,6/5/2013,Second Class,KL-16645,Ken Lonsdale,Consumer,Bangladesh,Rajbari,Furniture,Furnishings,11.688,3,0.6,-4.6752,P-0222,ITEM-0034,Central
241,CA-2013-157749,2013,6/5/2013,Second Class,KL-16645,Ken Lonsdale,Consumer,Bangladesh,Rajbari,Technology,Phones,31.984,2,0.2,11.1944,P-0223,ITEM-0221,Central
242,CA-2013-157749,2013,6/5/2013,Second Class,KL-16645,Ken Lonsdale,Consumer,Bangladesh,Rajbari,Furniture,Tables,177.225,5,0.5,-120.513,P-0224,ITEM-0222,Central
243,CA-2013-157749,2013,6/5/2013,Second Class,KL-16645,Ken Lonsdale,Consumer,Bangladesh,Rajbari,Furniture,Furnishings,4.044,3,0.6,-2.8308,P-0225,ITEM-0223,Central
244,CA-2013-157749,2013,6/5/2013,Second Class,KL-16645,Ken Lonsdale,Consumer,Bangladesh,Rajbari,Office Supplies,Art,7.408,2,0.2,1.2038,P-0183,ITEM-0182,Central
245,CA-2011-131926,2011,6/1/2011,Second Class,DW-13480,Dianna Wilson,Home Office,Bangladesh,Sylhet,Furniture,Chairs,2001.86,7,0,580.5394,P-0121,ITEM-0121,Eastern
246,CA-2011-131926,2011,6/1/2011,Second Class,DW-13480,Dianna Wilson,Home Office,Bangladesh,Sylhet,Office Supplies,Storage,166.72,2,0,41.68,P-0226,ITEM-0224,Eastern
247,CA-2011-131926,2011,6/1/2011,Second Class,DW-13480,Dianna Wilson,Home Office,Bangladesh,Sylhet,Office Supplies,Paper,47.88,6,0,23.94,P-0227,ITEM-0225,Eastern
248,CA-2011-131926,2011,6/1/2011,Second Class,DW-13480,Dianna Wilson,Home Office,Bangladesh,Sylhet,Office Supplies,Appliances,1503.25,5,0,496.0725,P-0228,ITEM-0226,Eastern
249,CA-2011-131926,2011,6/1/2011,Second Class,DW-13480,Dianna Wilson,Home Office,Bangladesh,Sylhet,Office Supplies,Paper,25.92,4,0,12.4416,P-0181,ITEM-0180,Eastern
250,CA-2013-154739,2013,12/11/2013,Second Class,LH-17155,Logan Haushalter,Consumer,Bangladesh,Noakhali,Furniture,Chairs,321.568,2,0.2,28.1372,P-0229,ITEM-0227,Eastern
251,CA-2013-145625,2013,9/12/2013,Standard Class,KC-16540,Kelly Collister,Consumer,Bangladesh,Noakhali,Office Supplies,Paper,7.61,1,0,3.5767,P-0230,ITEM-0228,Eastern
252,CA-2013-145625,2013,9/12/2013,Standard Class,KC-16540,Kelly Collister,Consumer,Bangladesh,Noakhali,Technology,Accessories,3347.37,13,0,636.0003,P-0218,ITEM-0217,Eastern
253,CA-2013-146941,2013,12/11/2013,First Class,DL-13315,Delfina Latchford,Consumer,Bangladesh,Bogura,Office Supplies,Storage,80.58,6,0,22.5624,P-0231,ITEM-0229,Northern
254,CA-2013-146941,2013,12/11/2013,First Class,DL-13315,Delfina Latchford,Consumer,Bangladesh,Bogura,Office Supplies,Envelopes,361.92,4,0,162.864,P-0232,ITEM-0230,Northern
255,US-2012-159982,2012,11/28/2012,Standard Class,DR-12880,Dan Reichenbach,Corporate,Bangladesh,Rajbari,Furniture,Furnishings,12.132,9,0.6,-8.4924,P-0225,ITEM-0223,Central
256,US-2012-159982,2012,11/28/2012,Standard Class,DR-12880,Dan Reichenbach,Corporate,Bangladesh,Rajbari,Office Supplies,Storage,82.368,2,0.2,-19.5624,P-0233,ITEM-0231,Central
257,US-2012-159982,2012,11/28/2012,Standard Class,DR-12880,Dan Reichenbach,Corporate,Bangladesh,Rajbari,Office Supplies,Storage,53.92,5,0.2,4.044,P-0147,ITEM-0147,Central
258,US-2012-159982,2012,11/28/2012,Standard Class,DR-12880,Dan Reichenbach,Corporate,Bangladesh,Rajbari,Technology,Phones,647.904,6,0.2,56.6916,P-0234,ITEM-0232,Central
259,CA-2014-163139,2014,12/2/2014,Second Class,CC-12670,Craig Carreira,Consumer,Bangladesh,Bogura,Technology,Accessories,20.37,3,0,6.9258,P-0235,ITEM-0233,Northern
260,CA-2014-163139,2014,12/2/2014,Second Class,CC-12670,Craig Carreira,Consumer,Bangladesh,Bogura,Office Supplies,Storage,221.55,3,0,6.6465,P-0236,ITEM-0234,Northern
261,CA-2014-163139,2014,12/2/2014,Second Class,CC-12670,Craig Carreira,Consumer,Bangladesh,Bogura,Office Supplies,Binders,17.52,5,0.2,6.132,P-0237,ITEM-0235,Northern
262,US-2014-155299,2014,6/9/2014,Standard Class,Dl-13600,Dorris liebe,Corporate,Bangladesh,Rajshahi,Office Supplies,Appliances,1.624,2,0.8,-4.466,P-0238,ITEM-0236,Northern
263,US-2011-106992,2011,9/19/2011,Second Class,SB-20290,Sean Braxton,Corporate,Bangladesh,Rajshahi,Technology,Machines,3059.982,3,0.4,-509.997,P-0156,ITEM-0155,Northern
264,US-2011-106992,2011,9/19/2011,Second Class,SB-20290,Sean Braxton,Corporate,Bangladesh,Rajshahi,Technology,Machines,2519.958,7,0.4,-251.9958,P-0239,ITEM-0237,Northern
265,CA-2013-125318,2013,6/7/2013,Standard Class,RC-19825,Roy Collins,Consumer,Bangladesh,Rajbari,Technology,Phones,328.224,4,0.2,28.7196,P-0240,ITEM-0238,Central
266,CA-2012-155040,2012,11/10/2012,Standard Class,AH-10210,Alan Hwang,Consumer,Bangladesh,Noakhali,Technology,Accessories,79.9,2,0,35.156,P-0241,ITEM-0239,Eastern
267,CA-2014-136826,2014,6/17/2014,Standard Class,CB-12535,Claudia Bergmann,Corporate,Bangladesh,Meherpur,Office Supplies,Art,14.016,3,0.2,4.7304,P-0242,ITEM-0240,Southern
